650661.05	9388014.23	650661.47	9388006.65
650661.23	9388019.79	650663.18	9388009.05
650662.70	9388023.69	650663.86	9388014.14
650665.39	9388025.54	650667.38	9388011.37
650648.25	9388015.25	650647.89	9388004.53
650635.29	9388028.18	650636.16	9388005.55
650686.46	9388012.40	650683.52	9388023.13
650619.70	9387984.41	650611.82	9387996.07
650673.39	9387887.00	650682.32	9387873.96
650643.54	9387694.01	650641.98	9387705.38
650646.94	9387701.48	650649.61	9387692.93
650641.90	9387709.60	650644.88	9387700.46
650642.41	9387704.55	650643.72	9387700.20
650630.86	9387712.52	650636.88	9387693.04
650676.95	9387711.24	650679.87	9387691.04
650682.09	9387684.66	650685.15	9387668.73
650677.93	9387711.17	650679.50	9387701.90
650678.41	9387717.49	650679.65	9387710.78
650682.74	9387708.66	650683.09	9387719.45
650685.69	9387702.01	650685.34	9387722.08
650599.17	9388095.78	650595.88	9388082.59
650601.44	9388092.94	650598.87	9388081.73
650603.48	9388117.67	650600.70	9388080.44
650599.09	9388113.24	650597.66	9388106.66
650601.27	9388128.49	650602.02	9388125.20
650611.49	9388098.24	650610.45	9388091.54
650621.62	9388096.51	650622.25	9388113.68
650629.73	9388119.21	650629.12	9388104.88
650627.61	9388116.48	650627.07	9388111.96
650638.43	9388125.26	650649.43	9388096.39
650641.55	9388106.86	650654.70	9388047.32
650651.89	9388047.68	650684.93	9388039.71
650650.55	9388046.78	650651.94	9388034.30
650650.45	9388038.92	650652.13	9388028.97
650670.68	9388032.80	650669.26	9388046.70
650642.14	9388049.62	650647.23	9388037.85
650642.95	9388056.94	650643.07	9388049.75
650644.69	9388056.91	650650.26	9388049.74
650636.41	9388056.53	650646.10	9388051.35
650638.88	9388053.71	650642.12	9388051.18
650634.46	9388054.01	650639.45	9388049.63
650639.22	9388049.21	650645.91	9388050.11
650656.18	9388058.90	650659.14	9388041.52
650669.41	9388025.69	650671.97	9388012.48
650681.33	9388019.88	650689.71	9387997.76
650691.84	9388004.33	650698.78	9387962.99
650693.63	9387968.90	650698.02	9387952.79
650692.47	9387969.32	650696.53	9387945.85
650700.78	9387959.41	650707.82	9387899.27
650708.39	9387907.52	650718.28	9387859.39
650718.61	9387862.62	650724.48	9387835.81
650723.97	9387838.10	650728.73	9387829.01
650722.31	9387837.51	650726.27	9387826.30
650731.47	9387833.86	650741.68	9387820.66
650707.90	9387832.18	650707.57	9387842.44
650708.75	9387841.25	650709.09	9387852.78
650692.98	9387862.17	650692.15	9387842.59
650684.89	9387834.84	650682.86	9387865.11
650688.06	9387855.11	650690.88	9387929.26
650702.41	9388008.24	650712.55	9387893.77
650715.47	9387891.08	650710.89	9387914.34
650716.26	9387907.66	650715.99	9387893.73
650717.15	9387900.23	650718.91	9387892.22
650723.59	9387881.63	650717.89	9387966.38
650719.15	9387945.65	650714.76	9387978.58
650724.09	9387978.52	650718.55	9388009.43
650717.60	9388011.09	650713.01	9388044.33
650725.81	9388038.07	650728.97	9388003.09
650724.13	9388011.16	650725.43	9387994.18
650729.57	9387987.82	650728.30	9388002.62
650730.31	9387998.28	650729.87	9388016.67
650730.29	9388026.06	650733.28	9387984.61
650737.08	9388021.39	650737.20	9388005.88
